"","Name.ID","Name.Alias.es.","Vent.Sites","Activity","Maximum.Temperature","Max.Temperature.Category","Latitude","Longitude","Ocean","Region","National.Jurisdiction","Maximum.or.Single.Reported.Depth","Minimum.Depth","Tectonic.setting","Full.Spreading.Rate..mm.a.","Notes.on.Vent.Field.Description","Notes.Relevant.to.Biology","Year.and.How.Discovered..if.active..visual.confirmation.is.listed.first.","Discovery.References..text.","Other.References..text."
"268","Tahi Moana 2","plume 11, VFR","North Valu Fa Ridge Site 2 (= NVFR_2), North Valu Fa Ridge Site 3 (= NVFR_3)","active, confirmed",NA,"High",-21.92,-176.533,"S. Pacific","Lau Basin","Tonga",1870,1800,"back-arc spreading center",53.2,"Tahi Moana 2 site of Nautilus Minerals (Nautilus press release Feb. 2009), with NVFR_2 just to N and NVFR_3 is 2 km to S; SRK Consulting report for Nautilus Minerals (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf) does not confirm activity and also says that the NVFR_2 and NVFR_3 sites were discovered in 1989 by the Nautilau cruise; northern Valu Fa Ridge; SRK report (2011): ""Tahi Moana 2b area is approximately 370 by 90 m in size with rare active (black smoke) chimneys""","","1989 submersible Nautile (need reference to check if activity confirmed); 2004 plume only; 2008 commercial ROV (report does not confirm activity)","(plume only) Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.","SRK Consulting (2011) Nautilus Minerals Incorporated NI43-101 Technical Report 2010 PNG, Tonga, Fiji, Solomon Islands, New Zealand, Vanuatu and the ISA. Document Reference: NAT007 Nautilus 43-101 Technical Report 2011 Rev3.docx., SRK Consulting report for Nautilus Minerals (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf)"
"269","White Church","North Valu Fa Ridge Site 1, plume 10, VFR","","active, confirmed",NA,"NotProvided",-21.9612,-176.5234,"S. Pacific","Lau Basin","Tonga",1960,1850,"back-arc spreading center",53.2,"large, active sulfide deposits, barite-silica chimneys, low-temperature Fe-oxides, and associated Fe-Mn crusts in the axial rift (100 m x 200 m approx. explored dimensions); northern Valu Fa Ridge; located within Nautilus Minerals tenement; SRK report (2011): ""Minor small inactive chimneys were discovered where the system was expected. An area containing chimneys approximately 470 m by 80 m was discovered, although significant areas of volcanic outcrop are contained within this. Chimneys are inactive, weathered and of variable size.""","","1989 submersible Nautile; 2004 plume survey","Fouquet, Y., et al. (1991) Hydrothermal activity in the Lau back-arc basin: sulfides and water chemistry. Geology 19: 303-306.","[Fouquet et al., Econ. Geol., 88, 2154-2181, 1993], (plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin., SRK Consulting (2011) Nautilus Minerals Incorporated NI43-101 Technical Report 2010 PNG, Tonga, Fiji, Solomon Islands, New Zealand, Vanuatu and the ISA. Document Reference: NAT007 Nautilus 43-101 Technical Report 2011 Rev3.docx."
"270","Tu'i Malila","Tui Malila","Mothership, St. James Spire","active, confirmed",312,"",-21.9876,-176.5678,"S. Pacific","Lau Basin","Tonga",1870,1820,"back-arc spreading center",53.2,"Hydrothermal activity was observed at three localized areas at the Tui Malila vent field, extending approximately 350 m both along the major fault scarp that cuts through the area and near its base; ""areas of hydrothermal activity are located close to the dominant fault scarp, and some are associated with volcanic domes""; located within Nautilus Minerals tenement","snails, mussels","2005 ROV Jason II; 2004 plume only","Tivey, M. K., et al., and the TUIM05MV Scientific Party (2005), Characterization of six vent fields within the Lau Basin, Eos Trans. AGU, 86(52), Fall Meet. Suppl., Abstract T31A-0477.","Ferrini, V. et al. (2008) Variable morphologic expression of volcanic, tectonic, and hydrothermal processes at six hydrothermal vent fields in the Lau back-arc basin. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS, VOL. 9, Q07022, doi:10.1029/2008GC002047."
"271","TELVE","Telve, Tahi Moana 4, plume 8, VFR","","active, confirmed",NA,"Low",-22.1667,-176.604,"S. Pacific","Lau Basin","Tonga",1760,1636,"back-arc spreading center",49.6,"note: Nautilus Minerals also calls the Tahi Moana 4 site ""Telve"" at 1636 m; SRK Consulting report for Nautilus Minerals for Tahi Moana 4 (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf): ""Single chimneys and clusters up to 3m high were observed in an area of approximately 120m by 40m, with diffuse clear-water venting.""; cruise SS02/2003 summary (http://www.marine.csiro.au/nationalfacility/voyagedocs/2003/0203s.htm): ""we discovered new strong plumes (nephelometry, thermal, and Eh) ... southern end of the White Church segment""; Valu Fa Ridge, vicinity of the 22°12′S OSC","","2008 commercial ROV; 2003 plume only","SRK Consulting report for Nautilus Minerals (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf), (plume only) Baker, E.T. et al. (2005) Hydrothermal activity on near-arc sections of back-arc ridges: results from the Mariana Trough and Lau Basin. Geochem. Geophys. Geosyst. 6: Q09001, doi:10.1029/2005GC000948, (plume only) cruise SS02/2003 summary (http://www.marine.csiro.au/nationalfacility/voyagedocs/2003/0203s.htm).",""
"272","Mariner","plume 7, VFR","Pisa Chimney, Snow Chimney, Crab Restaurant Chimney","active, confirmed",365,"",-22.18,-176.6017,"S. Pacific","Lau Basin","Tonga",1910,NA,"back-arc spreading center",49.6,"located on the eastern limb of overlapping spreading center (OSC), Valu Fa Ridge (VFR); ""numerous lava domes with heights of 4–10 m and diameters of 20–40 m. Most of these domes are flat-topped, and some have craters. Other prominent bathymetric features are tall (10–27 m) narrow hydrothermal edifices that are not branched but instead taper""; ""Compared with vent fields to the north, local faults and fissures are notably absent at Mariner""; ""Hydrothermal activity at Mariner is primarily associated with vent pinnacles with hot (342–363°C) fluids emanating from close to their bases and part way up their sides""; cruise SS02/2003 summary (http://www.marine.csiro.au/nationalfacility/voyagedocs/2003/0203s.htm): ""we discovered new strong plumes (nephelometry, thermal, and Eh) ... northern end of the Vai Lili section... Two camera tows along the axis of the Ridge in the vicinity of the plume north of Vai Lili revealed a ... single small fluid vent"", ""a few minutes of video revealed a sandy sedimented bottom with a few pillows, and a small chimney emitting clear fluid""; located within Nautilus Minerals tenement","photo of Pisa Chimney with shrimp in R2K Newsletter (2008); Lau Geomicrobiology cruise website, accessed 13 May 2015, http://laugeomicro2015.blogspot.com/2015/05/tubeworms-seen-at-mariner.html: ""Sulfide levels are quite low at Mariner relative to other deep-sea vent sites where tubeworms thrive, so it is indeed curious that we found them here.""","2003 plume and camera tow; 2004 submersible Shinkai 6500","cruise SS02/2003 summary (http://www.marine.csiro.au/nationalfacility/voyagedocs/2003/0203s.htm), Ishibashi et al. (2006) Expedition reveals changes in Lau Basin hydrothermal system, Eos Trans. AGU, 87(2), 13, doi:10.1029/2006EO020001.","(plume only) Baker, E.T. et al. (2005) Hydrothermal activity on near-arc sections of back-arc ridges: results from the Mariana Trough and Lau Basin. Geochem. Geophys. Geosyst. 6: Q09001, doi:10.1029/2005GC000948, Ferrini, V. et al. (2008) Variable morphologic expression of volcanic, tectonic, and hydrothermal processes at six hydrothermal vent fields in the Lau back-arc basin. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS, VOL. 9, Q07022, doi:10.1029/2008GC002047, Takai et al. (2008) Variability in the microbial communities and hydrothermal fluid chemistry at the newly discovered Mariner hydrothermal field, southern Lau Basin. Journal of Geophysical Research 113(G2): C02031.1-C02031.25."
"273","Vai Lili","plume 6, VFR","","active, confirmed",342,"",-22.2151,-176.6083,"S. Pacific","Lau Basin","Tonga",1764,1707,"back-arc spreading center",49.6,"central Valu Fa Ridge; Vai Lili means ""very hot"" in Tongan; temperatures in 1989 were on the order of 300 C, claimed as first discovery of black smokers in western Pacific back-arc basins; large, active sulfide deposits, barite-silica chimneys, low-temperature Fe-oxides, and associated Fe-Mn crusts in the axial rift (100 m x 400 m approx. dimensions), fault controlled discharge, black and white smokers, low pH; 4 km south of Mariner; note: 2003 plume survey indicated diminished activity; ""the volcanic domes that dominate Vai Lili extend for hundreds of meters to the north and south""; ""Hydrothermal activity at Vai Lili in 2005 consisted of 121°C fluid pooled beneath marcasite-lined flanges [Tivey et al., 2005; M. K. Tivey, manuscript in preparation, 2008], and 70°C clear fluid emanating from a small Fe-oxide chimney. No higher temperature venting was observed in 2005, but many large sulfide mounds and relic flanges were identified along the small volcanic ridges""; 2012 cruise report: ROV Quest 4000 Dive Q322; located within Nautilus Minerals tenement","small fauna population around white smokers only, small shrimps, large gastropods, white crabs (Desbruyeres, D. et al. 1994)","1989 submersible Nautile","JL Charlou et al. (1990) Hydrothermal activity in the Lau back arc basin: Plumes and hot fluids chemistry. AAPG Bulletin (American Association of Petroleum Geologists) 74: 6, Fouquet et al., Nature, 349, 778-781, 1991, Hydrothermal activity and metallogenesis in the Lau back-arc basin, Fouquet, Y., et al. (1991) Hydrothermal activity in the Lau back-arc basin: sulfides and water chemistry. Geology 19: 303-306.","[(deposits sampled just south of this position) Von Stackelberg et al., Bundesanstalt Geowissenschaften Rohstoffe Circular 2, 3-14, 1985], Fouquet, Y., et al., 1993. Metallogenesis in Back-Arc Environments: The Lau Basin example. Econ. Geol. 88, pp. 2154–2181, Desbruyeres, D. et al. (1994) Deep-sea hydrothermal communities in Southwestern Pacific back-arc basins (the North Fiji and Lau Basins): Composition, microdistribution and food web. Marine Geology 116: 227-242, Baker, E.T. et al. (2005) Hydrothermal activity on near-arc sections of back-arc ridges: results from the Mariana Trough and Lau Basin. Geochem. Geophys. Geosyst. 6: Q09001, doi:10.1029/2005GC000948, Ferrini, V. et al. (2008) Variable morphologic expression of volcanic, tectonic, and hydrothermal processes at six hydrothermal vent fields in the Lau back-arc basin. GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS, VOL. 9, Q07022, doi:10.1029/2008GC002047., 2012 cruise report, accessed 6 May 2015: http://oceanexplorer.noaa.gov/explorations/12fire/logs/summary/srof12-cruisereport-final.pdf."
"274","Si'iSi'i","Si'i Si'i, Tahi Moana 6, plume 5, VFR","","active, confirmed",NA,"High",-22.29,-176.629,"S. Pacific","Lau Basin","Tonga",1950,1900,"back-arc spreading center",45,"Tahi Moana 6 site of Nautilus Minerals; SRK Consulting report for Nautilus Minerals for Tahi Moana 6 (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf): ""The chimneys are up to 6 m high and some are venting grey smoke; there are also numerous vents of shimmering water.""","","2008 commercial ROV; 2003 plume only","SRK Consulting report for Nautilus Minerals (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf), Nautilus Minerals press release Feb. 2009 (http://www.nautilusminerals.com/s/Media-NewsReleases.asp?ReportID=338585&_Type=News-Releases&_Title=Exploration-Success-Continues-for-Nautilus-Minerals-in-Tonga), (plume only) Baker, E.T. et al. (2005) Hydrothermal activity on near-arc sections of back-arc ridges: results from the Mariana Trough and Lau Basin. Geochem. Geophys. Geosyst. 6: Q09001, doi:10.1029/2005GC000948.","(deposits sampled just north of this position) [Von stackelberg et al., Bundesanstalt Geowissenschaften Rohstoffe Circular 2, 3-14, 1985]"
"275","VFR, plume 4","","","active, inferred",NA,"",-22.34,-176.659,"S. Pacific","Lau Basin","Tonga",1700,NA,"back-arc spreading center",45,"Valu Fa Ridge","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"276","VFR, plume 3","","","active, inferred",NA,"",-22.4,-176.679,"S. Pacific","Lau Basin","Tonga",1980,NA,"back-arc spreading center",45,"Valu Fa Ridge","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"277","Misiteli","Misitelli, Tahi Moana 5, VFR Plume 042, plume 2, VFR","Tahi Moana 3, Tahi Moana 5","active, confirmed",NA,"High",-22.47,-176.703,"S. Pacific","Lau Basin","Tonga",2050,NA,"back-arc spreading center",45,"Nautilus Minerals calls this Tahi Moana 5; SRK Consulting report for Nautilus Minerals (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf): ""Seven small fields of chimneys are named Tahi Moana 5a through to Tahi Moana 5g; the largest of which is approximately 230 by 50m in area. Chimney fields with columns up to 15m high are found in Tahi Moana 5a, 5b, 5c and 5d. Many of the chimneys are active although the biota is generally sparse.""; cruise SS02/2003 summary (http://www.marine.csiro.au/nationalfacility/voyagedocs/2003/0203s.htm): ""we discovered new strong plumes (nephelometry, thermal, and Eh) centred about the northern end of the Hine Hina section""","","2008 commercial ROV; 2003 plume only","SRK Consulting report for Nautilus Minerals (http://www.nautilusminerals.com/i/pdf/2008NautilusExplorationNI43-101Report.pdf), (plume only) Baker, E.T. et al. (2005) Hydrothermal activity on near-arc sections of back-arc ridges: results from the Mariana Trough and Lau Basin. Geochem. Geophys. Geosyst. 6: Q09001, doi:10.1029/2005GC000948.",""
"278","VFR, unnamed","plume 1, VFR","","active, inferred",NA,"",-22.515,-176.65,"S. Pacific","Lau Basin","Tonga",1970,NA,"back-arc spreading center",41.4,"Valu Fa Ridge","","2004 plume only","(plume only): Baker et al., GEOPHYSICAL RESEARCH LETTERS, 33, L07308, doi:10.1029/2005GL025283, 2006, Abundant hydrothermal venting along melt-rich and melt-free ridge segments in the Lau back-arc basin.",""
"279","Hine Hina","plume 1, VFR","","active, confirmed",40,"",-22.53,-176.697,"S. Pacific","Lau Basin","Tonga",1900,1830,"back-arc spreading center",41.4,"widespread diffuse low-temperature venting, inactive sulfide chimneys, barite-silica chimneys, low-temperature Fe-oxides, and associated Fe-Mn crusts in the axial rift, Mn-oxide crusts over fossil high-temp. deposits; note: 2003 plume survey on cruise SS02/2003 indicated diminished activity; southern Valu Fa Ridge; located within Nautilus Minerals tenement","densely populated with mussels, shrimp, crabs, barnacles, tubeworms, fish [Desbruyeres, D. et al. (1994)]","1989 submersible Nautile","Fouquet, Y., et al. (1991) Hydrothermal activity in the Lau back-arc basin: sulfides and water chemistry. Geology 19: 303-306.","Fouquet et al., Econ. Geol., 88, 2154-2181, 1993, Metallogenesis in Back-Arc Environments: The Lau Basin example, Desbruyeres, D. et al. (1994) Deep-sea hydrothermal communities in Southwestern Pacific back-arc basins (the North Fiji and Lau Basins): Composition, microdistribution and food web. Marine Geology 116: 227-242, Baker, E.T. et al. (2005) Hydrothermal activity on near-arc sections of back-arc ridges: results from the Mariana Trough and Lau Basin. Geochem. Geophys. Geosyst. 6: Q09001, doi:10.1029/2005GC000948."
"280","Momoko","","","active, inferred",NA,"",-22.64,-176.721,"S. Pacific","Lau Basin","Tonga",2180,NA,"back-arc spreading center",41.4,"extensive field of brecciated rocks with oxide deposits; no thermal anomaly; listed on vents list in Gebruk (2002) textbook; just south of Hine Hina, southern Valu Fa Ridge","bacterial mats, some fauna including tubeworms [Desbruyeres, D. et al. (1994)]","1989 submersible Nautile","Desbruyeres, D. et al. (1994) Deep-sea hydrothermal communities in Southwestern Pacific back-arc basins (the North Fiji and Lau Basins): Composition, microdistribution and food web. Marine Geology 116: 227-242.",""
"281","VFR, ELSC7","","","active, inferred",NA,"",-22.8833,-176.75,"S. Pacific","Lau Basin","Tonga",2050,NA,"back-arc spreading center",36.7,"Crowhurst et al. (2009): ""new venting field discoveries at ...far southern Valu Fa ridge are beyond any previously known areas of hydrothermal activity""; position from Fig.1, intersection of three tow lines in cruise report SS02/2009 (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf): ""a good Eh anomaly with associated weak ΔNTU anomaly at a depth of about 1950m.""; note: added 100m to plume depth for approximate water depth","","2009 plume and dredge only","Cruise SS02/2009: Hydrothermal plume and structural geology mapping in the Tonga/Fiji region (http://www.marine.csiro.au/nationalfacility/voyagedocs/2009/MNF-SS2-09_sum.pdf), Crowhurst et al. (2009) Discovery of new hydrothermal venting sites in the Lau Basin, Tonga Back-Arc. AGU Fall Meeting abstract #OS13A-1180.",""
